customer_id,gender,age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,churn
CUST00341,Male,42,33,80.16,8030.82,Month-to-month,Credit Card,,No
CUST00342,Male,20,14,66.07,5207.79,One year,Bank Transfer,,Yes
CUST00343,Female,63,38,54.26,6755.82,One year,Electronic Check,,No
CUST00344,Male,43,31,46.77,2154.23,One year,Credit Card,,Yes
CUST00345,Female,61,1,64.52,6757.63,One year,Credit Card,,Yes
CUST00346,Female,52,26,67.6,2575.54,One year,Electronic Check,DSL,No
CUST00347,Female,43,62,83.45,8185.14,One year,Electronic Check,,No
CUST00348,Male,19,24,68.86,3790.63,Month-to-month,Credit Card,DSL,Yes
CUST00349,Male,59,53,117.18,269.86,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00350,Male,21,49,80.05,2507.31,Month-to-month,Electronic Check,,Yes
CUST00351,Female,32,57,80.25,5078.68,One year,Bank Transfer,,Yes
CUST00352,Male,37,41,25.67,6178.34,One year,Credit Card,,No
CUST00353,Male,20,69,25.31,8888.76,One year,Credit Card,Fiber Optic,Yes
CUST00354,Male,31,14,35.35,8024.52,Month-to-month,Bank Transfer,DSL,Yes
CUST00355,Female,48,71,72.83,3732.29,Month-to-month,Electronic Check,Fiber Optic,No
CUST00356,Female,64,63,48.52,6213.29,Month-to-month,Bank Transfer,,Yes
CUST00357,Male,62,11,82.78,5119.8,Two year,Credit Card,,No
CUST00358,Male,44,43,112.72,3814.22,Month-to-month,Electronic Check,Fiber Optic,No
CUST00359,Female,19,36,40.03,4658.19,One year,Credit Card,DSL,Yes
CUST00360,Male,29,1,26.11,1218.11,One year,Credit Card,DSL,Yes
CUST00361,Female,21,26,109.86,5939.96,Two year,Bank Transfer,DSL,No
CUST00362,Female,20,52,43.34,6149.02,One year,Credit Card,Fiber Optic,Yes
CUST00363,Male,46,58,62.21,3890.47,One year,Credit Card,DSL,No
CUST00364,Male,27,65,54.02,4297.06,Two year,Credit Card,DSL,Yes
CUST00365,Male,40,39,84.0,7088.85,Two year,Credit Card,Fiber Optic,Yes
CUST00366,Female,18,22,116.82,1158.38,One year,Bank Transfer,Fiber Optic,Yes
CUST00367,Female,52,41,103.06,1882.66,One year,Electronic Check,Fiber Optic,Yes
CUST00368,Male,59,36,63.77,7404.41,Month-to-month,Bank Transfer,DSL,No
CUST00369,Male,27,36,62.38,5444.32,One year,Credit Card,Fiber Optic,Yes
CUST00370,Female,37,66,20.28,4977.97,Month-to-month,Electronic Check,Fiber Optic,No
CUST00371,Male,32,28,33.25,3058.46,One year,Credit Card,,No
CUST00372,Male,29,41,42.65,6653.47,Two year,Credit Card,,No
CUST00373,Female,49,42,97.18,2614.0,One year,Bank Transfer,DSL,No
CUST00374,Male,52,10,63.24,5375.33,One year,Bank Transfer,,Yes
CUST00375,Male,40,23,28.7,1616.0,One year,Credit Card,,Yes
CUST00376,Female,66,48,95.56,7505.18,Two year,Electronic Check,DSL,No
CUST00377,Male,48,1,100.92,1394.98,One year,Electronic Check,Fiber Optic,Yes
CUST00378,Male,39,16,100.32,8798.47,Month-to-month,Electronic Check,,No
CUST00379,Female,34,56,63.53,5690.85,Month-to-month,Bank Transfer,DSL,Yes
CUST00380,Male,68,2,23.38,7332.85,Two year,Credit Card,,No
CUST00381,Male,54,72,103.16,394.96,Month-to-month,Credit Card,DSL,No
CUST00382,Male,39,11,87.31,7999.27,Month-to-month,Electronic Check,,Yes
CUST00383,Male,38,51,43.44,1889.45,One year,Electronic Check,,Yes
CUST00384,Female,61,22,32.41,4867.09,One year,Credit Card,,Yes
CUST00385,Male,59,49,63.86,7544.39,Two year,Electronic Check,Fiber Optic,Yes
CUST00386,Male,20,48,63.93,7039.64,Two year,Electronic Check,Fiber Optic,No
CUST00387,Male,29,65,119.95,1900.97,Two year,Bank Transfer,Fiber Optic,No
CUST00388,Male,44,10,73.04,5130.84,One year,Electronic Check,DSL,No
CUST00389,Male,54,43,34.14,6139.55,One year,Electronic Check,Fiber Optic,No
CUST00390,Female,67,4,82.15,4330.56,Two year,Credit Card,DSL,No
CUST00391,Female,56,58,73.98,5889.86,One year,Credit Card,DSL,No
CUST00392,Female,31,52,78.83,4785.92,One year,Credit Card,Fiber Optic,No
CUST00393,Female,18,12,44.37,8770.28,One year,Bank Transfer,,Yes
CUST00394,Male,21,5,61.86,7590.56,One year,Credit Card,,No
CUST00395,Female,50,5,85.56,2702.24,Two year,Electronic Check,,Yes
CUST00396,Female,66,16,85.65,1375.09,Two year,Bank Transfer,,No
CUST00397,Male,24,12,94.29,790.21,Month-to-month,Electronic Check,DSL,Yes
CUST00398,Female,38,40,67.3,5429.69,Two year,Bank Transfer,Fiber Optic,No
CUST00399,Female,23,34,90.96,8948.44,Two year,Bank Transfer,Fiber Optic,Yes
CUST00400,Female,53,47,105.37,5975.12,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00401,Male,21,33,33.21,8103.29,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00402,Female,27,34,74.11,6140.44,Month-to-month,Electronic Check,DSL,No
CUST00403,Female,54,72,71.26,4045.79,One year,Credit Card,DSL,No
CUST00404,Female,50,52,45.88,2833.57,One year,Bank Transfer,,No
CUST00405,Female,51,71,65.86,573.55,Two year,Bank Transfer,DSL,Yes
CUST00406,Female,24,67,64.29,8393.69,One year,Electronic Check,,Yes
CUST00407,Female,64,59,34.54,7033.79,One year,Credit Card,,No
CUST00408,Male,65,65,52.95,6180.69,One year,Bank Transfer,,No
CUST00409,Male,39,60,100.12,653.47,One year,Electronic Check,,Yes
CUST00410,Male,44,28,95.47,2465.59,Month-to-month,Electronic Check,Fiber Optic,No
CUST00411,Female,20,23,42.7,2307.05,Month-to-month,Credit Card,,No
CUST00412,Male,52,15,49.46,7256.28,Two year,Credit Card,DSL,No
CUST00413,Female,31,65,29.07,5464.16,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00414,Female,41,17,35.9,6773.97,Month-to-month,Electronic Check,DSL,Yes
CUST00415,Male,37,65,111.8,3826.71,One year,Credit Card,,Yes
CUST00416,Male,44,3,73.26,8703.61,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00417,Female,42,3,45.4,2973.53,One year,Electronic Check,DSL,No
CUST00418,Male,61,10,116.78,3869.74,Month-to-month,Bank Transfer,,Yes
CUST00419,Female,69,63,66.24,8080.96,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00420,Female,31,47,91.51,3722.23,One year,Credit Card,,Yes
CUST00421,Male,70,37,29.93,7065.78,One year,Bank Transfer,Fiber Optic,No
CUST00422,Male,18,52,75.62,3317.15,One year,Electronic Check,DSL,Yes
CUST00423,Male,62,3,28.9,2021.63,Two year,Electronic Check,DSL,Yes
CUST00424,Female,46,44,28.07,7964.19,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00425,Female,58,72,108.06,2870.32,Two year,Credit Card,DSL,No
CUST00426,Female,25,40,30.32,8659.6,Two year,Credit Card,Fiber Optic,Yes
CUST00427,Female,27,55,21.87,2640.0,Two year,Electronic Check,Fiber Optic,No
CUST00428,Female,42,67,45.11,5343.08,Two year,Electronic Check,Fiber Optic,No
CUST00429,Male,67,28,96.18,1009.4,Month-to-month,Electronic Check,Fiber Optic,No
CUST00430,Male,23,66,71.16,2910.94,Two year,Credit Card,,Yes
CUST00431,Female,54,34,73.0,2891.69,One year,Bank Transfer,Fiber Optic,No
CUST00432,Female,42,31,58.15,4801.2,Month-to-month,Bank Transfer,,No
CUST00433,Female,28,58,111.8,7931.01,Month-to-month,Credit Card,DSL,No
CUST00434,Female,69,48,27.63,4063.81,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00435,Female,44,7,34.58,3774.65,Two year,Electronic Check,,Yes
CUST00436,Male,46,11,66.36,2396.08,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00437,Male,32,29,95.13,1921.4,Two year,Bank Transfer,,Yes
CUST00438,Female,23,34,38.35,6010.23,One year,Bank Transfer,DSL,No
CUST00439,Male,61,17,98.68,725.76,Month-to-month,Electronic Check,Fiber Optic,No
CUST00440,Female,44,58,63.2,2487.76,Month-to-month,Electronic Check,Fiber Optic,No
CUST00441,Female,55,6,108.14,7065.3,Two year,Credit Card,,Yes
CUST00442,Male,29,16,78.87,6340.71,One year,Credit Card,Fiber Optic,Yes
CUST00443,Male,29,66,100.54,4089.55,One year,Bank Transfer,DSL,Yes
CUST00444,Male,65,21,42.61,1760.25,Month-to-month,Electronic Check,,No
CUST00445,Female,35,65,97.54,7567.01,Two year,Credit Card,,No
CUST00446,Female,35,40,84.91,2948.02,One year,Credit Card,DSL,Yes
CUST00447,Male,64,28,33.56,3598.45,Two year,Electronic Check,Fiber Optic,No
CUST00448,Female,22,59,90.47,4545.83,Two year,Credit Card,Fiber Optic,No
CUST00449,Male,33,67,58.23,5545.93,Month-to-month,Electronic Check,Fiber Optic,No
CUST00450,Male,25,19,76.32,2165.86,One year,Bank Transfer,DSL,No
CUST00451,Male,51,11,53.5,4745.7,Month-to-month,Bank Transfer,,No
CUST00452,Male,32,5,30.53,1814.76,One year,Credit Card,DSL,Yes
CUST00453,Male,56,70,53.05,8835.06,Month-to-month,Bank Transfer,,No
CUST00454,Female,63,58,55.83,930.37,Month-to-month,Credit Card,,No
CUST00455,Male,25,19,116.4,6689.96,Two year,Credit Card,,Yes
CUST00456,Female,38,3,22.82,2845.09,Two year,Electronic Check,DSL,Yes
CUST00457,Female,31,41,58.61,7994.91,Two year,Credit Card,,Yes
CUST00458,Female,31,35,88.05,8775.57,Month-to-month,Electronic Check,Fiber Optic,No
CUST00459,Male,22,55,100.69,1292.61,Two year,Credit Card,Fiber Optic,No
CUST00460,Male,59,54,26.55,1450.26,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00461,Female,60,5,82.03,5777.6,Two year,Bank Transfer,Fiber Optic,No
CUST00462,Male,25,57,27.76,4754.22,Two year,Bank Transfer,,No
CUST00463,Male,48,1,71.9,661.56,Month-to-month,Electronic Check,Fiber Optic,No
CUST00464,Female,31,17,65.09,5066.51,One year,Credit Card,DSL,No
CUST00465,Female,48,43,28.01,6775.9,Two year,Bank Transfer,DSL,No
CUST00466,Female,53,3,53.63,6070.96,Month-to-month,Credit Card,,No
CUST00467,Female,53,62,28.17,5199.01,One year,Bank Transfer,,No
CUST00468,Female,36,20,98.61,7886.11,One year,Credit Card,,No
CUST00469,Female,60,5,89.34,1116.51,Two year,Credit Card,DSL,Yes
CUST00470,Female,32,46,98.85,6082.22,Two year,Credit Card,Fiber Optic,No
CUST00471,Female,25,24,117.08,6575.47,One year,Electronic Check,Fiber Optic,Yes
CUST00472,Female,35,28,20.79,5967.83,Two year,Bank Transfer,Fiber Optic,Yes
CUST00473,Female,21,61,111.91,6368.26,Month-to-month,Bank Transfer,,No
CUST00474,Male,70,24,119.65,321.04,Two year,Electronic Check,,No
CUST00475,Male,35,58,38.06,699.78,One year,Credit Card,,Yes
CUST00476,Female,48,13,94.25,1293.29,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00477,Female,54,68,119.13,5605.88,One year,Bank Transfer,DSL,No
CUST00478,Female,66,14,46.65,1864.27,Two year,Electronic Check,,No
CUST00479,Male,41,12,59.11,6537.9,Two year,Electronic Check,Fiber Optic,Yes
CUST00480,Female,47,27,47.21,5897.17,Two year,Bank Transfer,Fiber Optic,No
CUST00481,Male,26,37,76.84,3011.75,One year,Bank Transfer,,Yes
CUST00482,Female,68,58,38.82,8054.99,Two year,Credit Card,,Yes
CUST00483,Female,29,13,63.97,3976.48,One year,Electronic Check,Fiber Optic,No
CUST00484,Female,62,10,95.67,4148.54,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00485,Male,51,65,85.17,7385.94,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00486,Male,56,31,34.84,8335.79,Two year,Credit Card,,No
CUST00487,Male,45,20,24.33,7313.22,Two year,Bank Transfer,Fiber Optic,No
CUST00488,Female,19,64,100.95,6258.58,Two year,Bank Transfer,Fiber Optic,No
CUST00489,Male,58,17,95.49,5651.7,Month-to-month,Bank Transfer,,No
CUST00490,Male,34,40,116.87,4558.31,Two year,Electronic Check,Fiber Optic,No
CUST00491,Female,64,35,43.06,1093.15,One year,Credit Card,,Yes
CUST00492,Female,54,66,93.74,8157.74,Two year,Electronic Check,,Yes
CUST00493,Female,51,69,74.8,5155.79,Two year,Bank Transfer,Fiber Optic,Yes
CUST00494,Female,65,67,40.6,664.98,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00495,Female,20,16,78.27,3863.03,Two year,Bank Transfer,,Yes
CUST00496,Female,49,43,57.39,6801.65,One year,Bank Transfer,DSL,No
CUST00497,Female,44,27,113.57,6887.28,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00498,Male,43,2,60.0,3892.36,Month-to-month,Electronic Check,DSL,No
CUST00499,Male,38,72,31.89,4767.56,Two year,Bank Transfer,,No
CUST00500,Male,23,37,56.98,5866.5,Month-to-month,Bank Transfer,Fiber Optic,Yes
