customer_id,gender,age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,churn
CUST00336,Female,67,1,114.81,3985.59,Two year,Electronic Check,Fiber Optic,Yes
CUST00337,Male,59,17,50.54,8352.5,Two year,Bank Transfer,None,No
CUST00338,Female,22,28,103.5,3599.71,One year,Electronic Check,None,Yes
CUST00339,Female,49,4,34.94,607.74,Two year,Electronic Check,None,No
CUST00340,Female,33,52,105.7,5393.23,Month-to-month,Electronic Check,DSL,No
CUST00341,Female,55,51,65.57,5901.45,One year,Bank Transfer,None,Yes
CUST00342,Male,41,35,35.1,2070.55,Two year,Bank Transfer,None,Yes
CUST00343,Female,60,70,112.91,8715.84,One year,Bank Transfer,Fiber Optic,Yes
CUST00344,Male,53,33,87.01,1787.17,One year,Electronic Check,Fiber Optic,Yes
CUST00345,Female,46,19,100.26,5455.35,One year,Credit Card,DSL,Yes
CUST00346,Female,69,32,105.36,8597.06,One year,Credit Card,None,No
CUST00347,Male,42,30,36.79,8689.54,Month-to-month,Credit Card,DSL,No
CUST00348,Male,67,64,47.47,8539.25,Month-to-month,Electronic Check,DSL,Yes
CUST00349,Female,43,3,21.4,1334.89,Two year,Credit Card,DSL,Yes
CUST00350,Female,42,52,73.6,2076.03,Two year,Bank Transfer,None,Yes
CUST00351,Female,55,59,27.3,7106.99,Month-to-month,Credit Card,Fiber Optic,No
CUST00352,Male,37,53,45.65,1966.15,Two year,Bank Transfer,None,No
CUST00353,Male,38,28,81.39,3039.37,Two year,Electronic Check,DSL,No
CUST00354,Female,60,52,86.14,8655.54,One year,Bank Transfer,Fiber Optic,No
CUST00355,Male,54,26,64.39,8863.21,Month-to-month,Bank Transfer,None,No
CUST00356,Female,35,1,104.17,2262.62,Month-to-month,Electronic Check,DSL,Yes
CUST00357,Female,50,35,104.33,8280.97,Two year,Bank Transfer,None,Yes
CUST00358,Female,37,26,45.5,8423.54,One year,Bank Transfer,DSL,Yes
CUST00359,Male,46,34,56.24,5755.23,Month-to-month,Bank Transfer,DSL,No
CUST00360,Female,56,19,49.71,1785.54,One year,Electronic Check,Fiber Optic,Yes
CUST00361,Male,60,69,82.37,3261.52,Month-to-month,Electronic Check,Fiber Optic,No
CUST00362,Female,64,9,52.22,8042.15,Two year,Credit Card,DSL,No
CUST00363,Female,42,46,54.76,923.27,Month-to-month,Bank Transfer,DSL,Yes
CUST00364,Male,69,36,33.84,5820.83,Two year,Credit Card,None,No
CUST00365,Female,24,30,94.83,7300.92,Two year,Credit Card,DSL,No
CUST00366,Male,33,10,67.49,6789.28,Two year,Electronic Check,None,No
CUST00367,Male,37,16,39.25,1170.64,Two year,Bank Transfer,DSL,Yes
CUST00368,Female,41,66,51.58,2294.09,Two year,Bank Transfer,DSL,Yes
CUST00369,Female,49,32,74.97,2696.61,Two year,Credit Card,None,No
CUST00370,Female,59,35,87.47,1744.4,One year,Bank Transfer,None,Yes
CUST00371,Female,61,50,110.3,2473.17,Two year,Bank Transfer,DSL,Yes
CUST00372,Female,66,6,95.6,1002.13,Two year,Bank Transfer,Fiber Optic,No
CUST00373,Male,29,15,74.21,1703.62,Month-to-month,Electronic Check,Fiber Optic,No
CUST00374,Female,54,47,100.12,904.54,Month-to-month,Electronic Check,None,Yes
CUST00375,Male,58,38,32.47,8170.28,Two year,Credit Card,Fiber Optic,No
CUST00376,Female,32,60,66.31,1735.19,One year,Electronic Check,None,Yes
CUST00377,Male,65,27,78.93,2662.77,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00378,Female,61,28,60.88,4655.98,Month-to-month,Credit Card,None,Yes
CUST00379,Female,20,27,47.1,4914.5,Two year,Electronic Check,DSL,Yes
CUST00380,Male,49,13,49.57,1053.9,Two year,Credit Card,None,Yes
CUST00381,Male,22,40,62.09,946.1,Month-to-month,Bank Transfer,None,No
CUST00382,Male,49,58,37.16,4561.74,One year,Credit Card,None,Yes
CUST00383,Female,51,41,93.58,3919.71,Month-to-month,Credit Card,DSL,Yes
CUST00384,Female,33,27,71.56,596.29,Month-to-month,Credit Card,DSL,No
CUST00385,Female,32,15,26.89,2701.92,One year,Electronic Check,None,No
CUST00386,Male,30,71,69.44,4035.72,Month-to-month,Bank Transfer,DSL,Yes
CUST00387,Female,69,13,28.38,3081.05,Two year,Electronic Check,DSL,No
CUST00388,Male,24,58,69.09,7323.78,Month-to-month,Electronic Check,DSL,No
CUST00389,Male,21,3,112.21,4974.55,One year,Electronic Check,Fiber Optic,No
CUST00390,Female,45,61,54.06,4428.64,Two year,Electronic Check,Fiber Optic,No
CUST00391,Female,56,48,97.04,7584.28,Month-to-month,Bank Transfer,None,Yes
CUST00392,Male,42,18,119.9,854.46,Two year,Credit Card,Fiber Optic,Yes
CUST00393,Male,58,67,76.78,2811.99,One year,Credit Card,DSL,Yes
CUST00394,Female,28,65,97.07,3822.61,Two year,Credit Card,Fiber Optic,No
CUST00395,Male,66,52,93.26,1816.28,Month-to-month,Credit Card,DSL,Yes
CUST00396,Male,67,54,51.09,5387.94,Month-to-month,Bank Transfer,DSL,Yes
CUST00397,Male,36,31,56.44,8269.58,Two year,Electronic Check,None,No
CUST00398,Male,33,34,85.48,7545.66,Month-to-month,Bank Transfer,None,No
CUST00399,Male,29,20,68.34,2236.87,One year,Electronic Check,DSL,Yes
CUST00400,Female,24,14,23.66,514.97,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00401,Male,68,65,61.49,7721.46,Month-to-month,Credit Card,DSL,Yes
CUST00402,Female,64,51,118.07,4825.28,Month-to-month,Bank Transfer,None,Yes
CUST00403,Male,67,30,57.34,764.31,Two year,Bank Transfer,None,No
CUST00404,Female,43,6,72.51,5204.38,Month-to-month,Bank Transfer,None,No
CUST00405,Female,25,2,118.97,5078.4,One year,Credit Card,None,Yes
CUST00406,Female,21,7,65.21,1020.83,One year,Credit Card,DSL,No
CUST00407,Male,69,56,79.93,4736.09,Month-to-month,Electronic Check,DSL,Yes
CUST00408,Female,63,45,42.53,1690.91,Two year,Credit Card,None,No
CUST00409,Male,36,6,30.41,2284.76,Two year,Electronic Check,DSL,Yes
CUST00410,Male,57,47,119.43,1381.07,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00411,Female,39,27,77.89,7116.63,One year,Bank Transfer,Fiber Optic,No
CUST00412,Male,29,65,28.78,6815.37,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00413,Male,45,68,59.95,4382.46,One year,Bank Transfer,Fiber Optic,No
CUST00414,Male,35,59,60.0,2107.5,Two year,Bank Transfer,None,No
CUST00415,Male,35,68,22.96,7720.75,Two year,Credit Card,Fiber Optic,No
CUST00416,Male,30,29,63.83,1842.41,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00417,Female,57,35,80.82,4652.89,Two year,Electronic Check,DSL,Yes
CUST00418,Male,33,55,34.62,6378.98,One year,Bank Transfer,DSL,Yes
CUST00419,Male,58,51,66.43,1559.61,Month-to-month,Electronic Check,DSL,No
CUST00420,Male,62,63,61.45,6829.35,One year,Electronic Check,None,Yes
CUST00421,Female,25,64,21.54,4246.2,One year,Bank Transfer,Fiber Optic,Yes
CUST00422,Female,44,65,67.53,629.46,Month-to-month,Bank Transfer,None,Yes
CUST00423,Male,33,37,51.44,1603.35,Two year,Credit Card,DSL,No
CUST00424,Male,63,4,112.79,1479.72,Month-to-month,Credit Card,None,No
CUST00425,Female,58,31,24.22,2266.0,Two year,Bank Transfer,Fiber Optic,Yes
CUST00426,Female,60,69,32.26,3280.28,Month-to-month,Electronic Check,None,No
CUST00427,Male,28,53,67.57,8272.2,Two year,Credit Card,None,No
CUST00428,Male,27,58,101.64,7485.87,One year,Bank Transfer,Fiber Optic,Yes
CUST00429,Female,21,8,57.52,4515.81,Month-to-month,Bank Transfer,DSL,Yes
CUST00430,Female,62,66,111.33,7823.72,One year,Bank Transfer,None,No
CUST00431,Female,56,24,114.15,6265.59,Two year,Credit Card,Fiber Optic,No
CUST00432,Male,69,26,46.54,480.11,Two year,Credit Card,DSL,Yes
CUST00433,Male,62,53,94.41,4616.12,One year,Bank Transfer,None,Yes
CUST00434,Female,22,11,116.53,829.84,One year,Credit Card,None,No
CUST00435,Female,28,8,36.23,6638.95,One year,Bank Transfer,None,Yes
CUST00436,Female,28,45,108.85,1170.8,Two year,Credit Card,DSL,No
CUST00437,Female,22,20,84.88,1820.26,One year,Electronic Check,Fiber Optic,Yes
CUST00438,Male,25,27,25.27,5256.35,One year,Credit Card,None,No
CUST00439,Male,55,22,51.96,1566.92,Two year,Credit Card,DSL,Yes
CUST00440,Male,39,16,52.14,800.53,Month-to-month,Bank Transfer,None,Yes
CUST00441,Male,50,34,95.76,5674.4,Month-to-month,Electronic Check,None,Yes
CUST00442,Female,66,13,115.02,5022.34,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00443,Female,20,24,83.78,2727.24,Month-to-month,Bank Transfer,None,Yes
CUST00444,Female,18,63,43.93,5661.09,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00445,Female,50,53,38.71,5879.35,Month-to-month,Credit Card,None,Yes
CUST00446,Female,52,58,30.73,2756.98,One year,Electronic Check,DSL,No
CUST00447,Male,28,64,92.4,4921.17,One year,Electronic Check,DSL,Yes
CUST00448,Female,24,34,82.81,4531.3,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00449,Female,47,22,104.2,4503.17,Two year,Electronic Check,DSL,No
CUST00450,Female,41,17,58.29,1050.2,Month-to-month,Electronic Check,Fiber Optic,Yes
CUST00451,Male,28,42,56.19,3895.58,Month-to-month,Bank Transfer,None,No
CUST00452,Female,46,20,25.86,5777.12,One year,Bank Transfer,None,No
CUST00453,Male,63,69,59.27,450.95,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00454,Male,65,35,103.57,8962.7,One year,Bank Transfer,DSL,No
CUST00455,Male,36,44,51.28,924.19,Two year,Credit Card,Fiber Optic,Yes
CUST00456,Female,58,30,84.59,801.54,Month-to-month,Credit Card,None,Yes
CUST00457,Female,48,56,68.42,5571.28,Two year,Bank Transfer,Fiber Optic,Yes
CUST00458,Male,53,26,53.55,8965.82,Month-to-month,Bank Transfer,DSL,No
CUST00459,Female,57,54,103.54,8720.44,Two year,Electronic Check,Fiber Optic,Yes
CUST00460,Female,59,14,48.77,8284.99,One year,Bank Transfer,Fiber Optic,No
CUST00461,Male,35,24,36.19,5025.19,Two year,Bank Transfer,None,No
CUST00462,Female,66,58,99.98,4636.08,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00463,Male,47,44,50.22,2888.22,Two year,Bank Transfer,Fiber Optic,No
CUST00464,Female,43,23,55.31,7034.65,One year,Electronic Check,DSL,No
CUST00465,Male,63,65,97.73,2816.34,One year,Credit Card,None,Yes
CUST00466,Female,57,71,99.19,2147.79,One year,Electronic Check,None,No
CUST00467,Female,64,46,21.85,3470.68,Two year,Credit Card,DSL,No
CUST00468,Male,38,18,71.43,5425.01,Month-to-month,Electronic Check,DSL,No
CUST00469,Male,41,66,21.38,922.38,Month-to-month,Electronic Check,None,Yes
CUST00470,Female,28,8,42.81,947.22,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00471,Female,26,58,42.47,830.01,One year,Bank Transfer,DSL,Yes
CUST00472,Male,45,69,102.09,5332.21,One year,Credit Card,Fiber Optic,Yes
CUST00473,Male,25,17,80.41,1632.86,One year,Bank Transfer,None,Yes
CUST00474,Female,36,49,100.9,7053.15,Month-to-month,Credit Card,DSL,No
CUST00475,Male,29,40,93.57,5518.94,One year,Bank Transfer,DSL,No
CUST00476,Female,43,63,114.34,4693.88,Month-to-month,Electronic Check,DSL,Yes
CUST00477,Male,49,32,32.08,5289.29,Two year,Credit Card,Fiber Optic,Yes
CUST00478,Female,27,50,67.46,5538.91,One year,Credit Card,Fiber Optic,Yes
CUST00479,Male,58,29,94.5,289.79,Two year,Electronic Check,Fiber Optic,No
CUST00480,Female,57,63,72.95,8074.8,One year,Bank Transfer,Fiber Optic,Yes
CUST00481,Female,41,21,35.64,7010.49,One year,Credit Card,None,Yes
CUST00482,Male,61,1,57.48,8227.87,Month-to-month,Credit Card,DSL,Yes
CUST00483,Female,51,26,94.76,6922.83,One year,Bank Transfer,DSL,No
CUST00484,Male,44,34,29.3,7707.47,Month-to-month,Credit Card,DSL,No
CUST00485,Female,59,24,59.91,3771.3,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00486,Female,70,1,61.19,4169.47,Two year,Credit Card,Fiber Optic,No
CUST00487,Female,47,16,89.75,4234.12,Month-to-month,Electronic Check,Fiber Optic,No
CUST00488,Female,62,20,103.42,7090.99,Two year,Bank Transfer,Fiber Optic,Yes
CUST00489,Female,67,67,101.48,7921.39,Month-to-month,Bank Transfer,Fiber Optic,Yes
CUST00490,Male,24,31,105.4,3516.37,Two year,Bank Transfer,DSL,No
CUST00491,Male,29,24,28.66,1863.24,One year,Credit Card,DSL,No
CUST00492,Male,33,60,109.38,746.89,Two year,Electronic Check,Fiber Optic,Yes
CUST00493,Female,55,12,39.05,3234.51,Month-to-month,Bank Transfer,Fiber Optic,No
CUST00494,Male,37,40,103.32,2117.53,Two year,Electronic Check,DSL,No
CUST00495,Male,54,31,34.78,4140.37,Month-to-month,Credit Card,Fiber Optic,Yes
CUST00496,Female,56,9,108.46,8060.06,Month-to-month,Credit Card,Fiber Optic,No
CUST00497,Female,62,53,46.89,3034.37,Month-to-month,Credit Card,None,No
CUST00498,Male,22,2,93.54,5039.31,One year,Bank Transfer,None,No
CUST00499,Male,50,35,106.81,3007.47,Two year,Bank Transfer,Fiber Optic,No
CUST00500,Male,28,40,42.36,5858.73,One year,Credit Card,None,Yes
